shoulder,shoulder,shoulder,shoulder,shoulder,shoulder,1
shout,shout,shout,shout,shout,shout,1
show,show,show,show,show,show,1
shut,shut,shut,shut,shut,shut,1
shy,shi,shy,shy,shy,shy,1
sick,sick,sick,sick,sick,sick,1
side,side,side,side,side,side,1
sight,sight,sight,sight,sight,sight,1
sign,sign,sign,sign,sign,sign,1
silly,silli,silly,silly,silly,silly,1
simple,simpl,simple,simple,simple,simple,1
since,sinc,since,since,since,since,1
sing,sing,sing,sing,sing,sing,1
single,singl,single,single,single,single,1
sir,sir,sir,sir,sir,sir,1
sister,sister,sister,sister,sister,sister,1
sit,sit,sit,sit,sit,sit,1
situation,situat,situation,situation,situation,situation,1
six,six,six,six,six,six,1
size,size,size,size,size,size,1
skin,skin,skin,skin,skin,skin,1
sky,sky,sky,sky,sky,sky,1
sleep,sleep,sleep,sleep,sleep,sleep,1
slight,slight,slight,slight,slight,slight,1
slip,slip,slip,slip,slip,slip,1
slow,slow,slow,slow,slow,slow,1
small,small,small,small,small,small,1
smell,smell,smell,smell,smell,smell,1
smile,smile,smile,smile,smile,smile,1
smoke,smoke,smoke,smoke,smoke,smoke,1
snow,snow,snow,snow,snow,snow,1
so,so,so,so,so,so,1
soft,soft,soft,soft,soft,soft,1
some,some,some,some,some,some,1
son,son,son,son,son,son,1
song,song,song,song,song,song,1
soon,soon,soon,soon,soon,soon,1
sorry,sorri,sorry,sorry,sorry,sorry,1
sort,sort,sort,sort,sort,sort,1
sound,sound,sound,sound,sound,sound,1
south,south,south,south,south,south,1
space,space,space,space,space,space,1
speak,speak,speak,speak,speak,speak,1
special,special,special,special,special,special,1
spend,spend,spend,spend,spend,spend,1
sport,sport,sport,sport,sport,sport,1
spot,spot,spot,spot,spot,spot,1
spring,spring,spring,spring,spring,spring,1
square,squar,square,square,square,square,1
stage,stage,stage,stage,stage,stage,1
stand,stand,stand,stand,stand,stand,1
star,star,star,star,star,star,1
stare,stare,stare,stare,stare,stare,1
start,start,start,start,start,start,1
state,state,state,state,state,state,1
station,station,station,station,station,station,1
stay,stay,stay,stay,stay,stay,1
steal,steal,steal,steal,steal,steal,1
step,step,step,step,step,step,1
stick,stick,stick,stick,stick,stick,1
still,still,still,still,still,still,1
stone,stone,stone,stone,stone,stone,1
stop,stop,stop,stop,stop,stop,1
store,store,store,store,store,store,1
story,stori,story,story,story,story,1
straight,straight,straight,straight,straight,straight,1
strange,strang,strange,strange,strange,strange,1
street,street,street,street,street,street,1
strike,strike,strike,strike,strike,strike,1
strong,strong,strong,strong,strong,strong,1
student,student,student,student,student,student,1
study,studi,study,study,study,study,1
stuff,stuff,stuff,stuff,stuff,stuff,1
stupid,stupid,stupid,stupid,stupid,stupid,1
subject,subject,subject,subject,subject,subject,1
such,such,such,such,such,such,1
sudden,sudden,sudden,sudden,sudden,sudden,1
suggest,suggest,suggest,suggest,suggest,suggest,1
suit,suit,suit,suit,suit,suit,1
summer,summer,summer,summer,summer,summer,1
sun,sun,sun,sun,sun,sun,1
sunday,sunday,sunday,sunday,sunday,sunday,1
support,support,support,support,support,support,1
suppose,suppos,suppose,suppose,suppose,suppose,1
sure,sure,sure,sure,sure,sure,1
surprise,surpris,surprise,surprise,surprise,surprise,1
sweet,sweet,sweet,sweet,sweet,sweet,1
swim,swim,swim,swim,swim,swim,1
system,system,system,system,system,system,1
table,tabl,table,table,table,table,1
tail,tail,tail,tail,tail,tail,1
take,take,take,take,take,take,1
talk,talk,talk,talk,talk,talk,1
tall,tall,tall,tall,tall,tall,1
tape,tape,tape,tape,tape,tape,1
taste,tast,taste,taste,taste,taste,1
tax,tax,tax,tax,tax,tax,1
tea,tea,tea,tea,tea,tea,1
teach,teach,teach,teach,teach,teach,1
team,team,team,team,team,team,1
tear,tear,tear,tear,tear,tear,1
telephone,phone,telephone,telephone,telephone,telephone,1
television,vision,television,television,television,television,1
tell,tell,tell,tell,tell,tell,1
ten,ten,ten,ten,ten,ten,1
tend,tend,tend,tend,tend,tend,1
term,term,term,term,term,term,1
terrible,terribl,terrible,terrible,terrible,terrible,1
test,test,test,test,test,test,1
than,than,than,than,than,than,1
thank,thank,thank,thank,thank,thank,1
that,that,that,that,that,that,1
the,the,the,the,the,the,1
then,then,then,then,then,then,1
there,there,there,there,there,there,1
they,they,they,they,they,they,1
thick,thick,thick,thick,thick,thick,1
thing,thing,thing,thing,thing,thing,1
think,think,think,think,think,think,1
thirst,thirst,thirst,thirst,thirst,thirst,1
thirteen,thirteen,thirteen,thirteen,thirteen,thirteen,1
thirty,thirti,thirty,thirty,thirty,thirty,1
this,thi,this,this,this,this,1
though,though,though,though,though,though,1
thousand,thousand,thousand,thousand,thousand,thousand,1
three,three,three,three,three,three,1
throat,throat,throat,throat,throat,throat,1
through,through,through,through,through,through,1
throw,throw,throw,throw,throw,throw,1
thursday,thursday,thursday,thursday,thursday,thursday,1
tie,tie,tie,tie,tie,tie,1
tight,tight,tight,tight,tight,tight,1
till,till,till,till,till,till,1
time,time,time,time,time,time,1
tire,tire,tire,tire,tire,tire,1
to,to,to,to,to,to,1
today,today,today,today,today,today,1
together,togeth,together,together,together,together,1
tomorrow,tomorrow,tomorrow,tomorrow,tomorrow,tomorrow,1
tonight,tonight,tonight,tonight,tonight,tonight,1
too,too,too,too,too,too,1
tooth,tooth,tooth,tooth,tooth,tooth,1
top,top,top,top,top,top,1
total,total,total,total,total,total,1
touch,touch,touch,touch,touch,touch,1
toward,toward,toward,toward,toward,toward,1
town,town,town,town,town,town,1
track,track,track,track,track,track,1
train,train,train,train,train,train,1
travel,travel,travel,travel,travel,travel,1
treat,treat,treat,treat,treat,treat,1
tree,tree,tree,tree,tree,tree,1
trip,p,trip,trip,trip,trip,1
trouble,troubl,trouble,trouble,trouble,trouble,1
true,true,true,true,true,true,1
trust,trust,trust,trust,trust,trust,1
truth,truth,truth,truth,truth,truth,1
try,tri,try,try,try,try,1
tuesday,tuesday,tuesday,tuesday,tuesday,tuesday,1
turn,turn,turn,turn,turn,turn,1
twelve,twelv,twelve,twelve,twelve,twelve,1
twenty,twenti,twenty,twenty,twenty,twenty,1
two,two,two,two,two,two,1
type,type,type,type,type,type,1
ugly,ugli,ugly,ugly,ugly,ugly,1
uncle,uncl,uncle,uncle,uncle,uncle,1
under,under,under,under,under,under,1
underneath,neath,underneath,underneath,underneath,underneath,1
understand,stand,understand,understand,understand,understand,1
unless,less,unless,unless,unless,unless,1
until,til,until,until,until,until,1
up,up,up,up,up,up,1
upon,upon,upon,upon,upon,upon,1
use,use,use,use,use,use,1
usual,usual,usual,usual,usual,usual,1
van,van,van,van,van,van,1
very,veri,very,very,very,very,1
video,video,video,video,video,video,1
view,view,view,view,view,view,1
visit,visit,visit,visit,visit,visit,1
voice,voic,voice,voice,voice,voice,1
wait,wait,wait,wait,wait,wait,1
wake,wake,wake,wake,wake,wake,1
walk,walk,walk,walk,walk,walk,1
wall,wall,wall,wall,wall,wall,1
want,want,want,want,want,want,1
war,war,war,war,war,war,1
warm,warm,warm,warm,warm,warm,1
wash,wash,wash,wash,wash,wash,1
waste,wast,waste,waste,waste,waste,1
watch,watch,watch,watch,watch,watch,1
water,water,water,water,water,water,1
wave,wave,wave,wave,wave,wave,1
way,way,way,way,way,way,1
we,we,we,we,we,we,1
wear,wear,wear,wear,wear,wear,1
weather,weather,weather,weather,weather,weather,1
web,web,web,web,web,web,1
wed,wed,wed,wed,wed,wed,1
wednesday,wednesday,wednesday,wednesday,wednesday,wednesday,1
week,week,week,week,week,week,1
weight,weight,weight,weight,weight,weight,1
well,well,well,well,well,well,1
west,west,west,west,west,west,1
wet,wet,wet,wet,wet,wet,1
what,what,what,what,what,what,1
wheel,wheel,wheel,wheel,wheel,wheel,1
when,when,when,when,when,when,1
where,where,where,where,where,where,1
whether,whether,whether,whether,whether,whether,1
which,which,which,which,which,which,1
while,while,while,while,while,while,1
white,white,white,white,white,white,1
who,who,who,who,who,who,1
whole,whole,whole,whole,whole,whole,1
why,whi,why,why,why,why,1
wide,wide,wide,wide,wide,wide,1
wife,wife,wife,wife,wife,wife,1
wild,wild,wild,wild,wild,wild,1
will,will,will,will,will,will,1
win,win,win,win,win,win,1
wind,wind,wind,wind,wind,wind,1
window,window,window,window,window,window,1
wine,wine,wine,wine,wine,wine,1
winter,winter,winter,winter,winter,winter,1
wish,wish,wish,wish,wish,wish,1
with,with,with,with,with,with,1
within,within,within,within,within,within,1
without,without,without,without,without,without,1
woman,woman,woman,woman,woman,woman,1
wonder,wonder,wonder,wonder,wonder,wonder,1
wood,wood,wood,wood,wood,wood,1
word,word,word,word,word,word,1
work,work,work,work,work,work,1
world,world,world,world,world,world,1
worry,worri,worry,worry,worry,worry,1
worse,wors,worse,worse,worse,worse,1
worth,worth,worth,worth,worth,worth,1
would,would,would,would,would,would,1
write,write,write,write,write,write,1
wrong,wrong,wrong,wrong,wrong,wrong,1
yard,yard,yard,yard,yard,yard,1
year,year,year,year,year,year,1
yellow,yellow,yellow,yellow,yellow,yellow,1
yes,ye,yes,yes,yes,yes,1
yesterday,yesterday,yesterday,yesterday,yesterday,yesterday,1
yet,yet,yet,yet,yet,yet,1
you,you,you,you,you,you,1
young,young,young,young,young,young,1
zero,zero,zero,zero,zero,zero,1
accent,accent,accent,accent,accent,accent,2
access,access,access,access,access,access,2
accident,accid,accident,accident,accident,accident,2
according,accord,according,accord,according,according,2
account,account,account,account,account,account,2
accuse,accus,accuse,accuse,accuse,accuse,2
ace,ace,ace,ace,ace,ace,2
active,activ,active,active,active,active,2
adapt,adapt,adapt,adapt,adapt,adapt,2
admire,admir,admire,admire,admire,admire,2
adult,adult,adult,adult,adult,adult,2
advance,advanc,advance,advance,advance,advance,2
advantage,advantag,advantage,advantage,advantage,advantage,2
adventure,adventur,adventure,adventure,adventure,adventure,2
advice,advic,advice,advice,advice,advice,2
advise,advis,advise,advise,advise,advise,2
affair,affair,affair,affair,affair,affair,2
affect,affect,affect,affect,affect,affect,2
agent,agent,agent,agent,agent,agent,2
aid,aid,aid,aid,aid,aid,2
alarm,alarm,alarm,alarm,alarm,alarm,2
alcohol,alcohol,alcohol,alcohol,alcohol,alcohol,2
alive,aliv,alive,alive,alive,alive,2
alter,alter,alter,alter,alter,alter,2
altogether,altogeth,altogether,altogether,altogether,altogether,2
amuse,amus,amuse,amuse,amuse,amuse,2
angel,angel,angel,angel,angel,angel,2
anger,anger,anger,anger,anger,anger,2
announce,announc,announce,announce,announce,announce,2
annoy,annoy,annoy,annoy,annoy,annoy,2
anxious,anxiou,anxious,anxious,anxious,anxious,2
apartment,apart,apartment,apartment,apartment,apartment,2
appeal,appeal,appeal,appeal,appeal,appeal,2
apple,appl,apple,apple,apple,apple,2
apply,appli,apply,apply,apply,apply,2
appoint,appoint,appoint,appoint,appoint,appoint,2
appreciate,appreci,appreciate,appreciate,appreciate,appreciate,2
approach,approach,approach,approach,approach,approach,2
april,april,april,april,april,april,2
argue,argu,argue,argue,argue,argue,2
army,armi,army,army,army,army,2
arrest,arrest,arrest,arrest,arrest,arrest,2
article,articl,article,article,article,article,2
aside,asid,aside,aside,aside,aside,2
asleep,asleep,asleep,asleep,asleep,asleep,2
assist,assist,assist,assist,assist,assist,2
associate,associ,associate,associate,associate,associate,2
assume,assum,assume,assume,assume,assume,2
assure,assur,assure,assure,assure,assure,2
atmosphere,atmospher,atmosphere,atmosphere,atmosphere,atmosphere,2
attach,attach,attach,attach,attach,attach,2
attack,attack,attack,attack,attack,attack,2
attempt,attempt,attempt,attempt,attempt,attempt,2
attend,attend,attend,attend,attend,attend,2
attention,attent,attention,attention,attention,attention,2
attitude,attitud,attitude,attitude,attitude,attitude,2
attract,attract,attract,attract,attract,attract,2
august,august,august,august,august,august,2
automatic,automat,automatic,automatic,automatic,automatic,2
available,avail,available,available,available,available,2
average,averag,average,average,average,average,2
avoid,avoid,avoid,avoid,avoid,avoid,2
awake,awak,awake,awake,awake,awake,2
awkward,awkward,awkward,awkward,awkward,awkward,2
background,background,background,background,background,background,2
bacon,bacon,bacon,bacon,bacon,bacon,2
bake,bake,bake,bake,bake,bake,2
balance,balanc,balance,balance,balance,balance,2
banana,banana,banana,banana,banana,banana,2
band,band,band,band,band,band,2
bang,bang,bang,bang,bang,bang,2
bare,bare,bare,bare,bare,bare,2
bark,bark,bark,bark,bark,bark,2
basis,basi,basis,basis,basis,basis,2
basket,basket,basket,basket,basket,basket,2
bat,bat,bat,bat,bat,bat,2
battery,batteri,battery,battery,battery,battery,2
battle,battl,battle,battle,battle,battle,2
bay,bay,bay,bay,bay,bay,2
bean,bean,bean,bean,bean,bean,2
bee,bee,bee,bee,bee,bee,2
beef,beef,beef,beef,beef,beef,2
beer,beer,beer,beer,beer,beer,2
beg,beg,beg,beg,beg,beg,2
bell,bell,bell,bell,bell,bell,2
belong,belong,belong,belong,belong,belong,2
belt,belt,belt,belt,belt,belt,2
bend,bend,bend,bend,bend,bend,2
benefit,benefit,benefit,benefit,benefit,benefit,2
bike,bike,bike,bike,bike,bike,2
bin,bin,bin,bin,bin,bin,2
bind,bind,bind,bind,bind,bind,2
biscuit,biscuit,biscuit,biscuit,biscuit,biscuit,2
bite,bite,bite,bite,bite,bite,2
bitter,bitter,bitter,bitter,bitter,bitter,2
blame,blame,blame,blame,blame,blame,2
blank,blank,blank,blank,blank,blank,2
blanket,blanket,blanket,blanket,blanket,blanket,2
bleed,bleed,bleed,bleed,bleed,bleed,2
bless,bless,bless,bless,bless,bless,2
blind,blind,blind,blind,blind,blind,2
block,block,block,block,block,block,2
blonde,blond,blonde,blonde,blonde,blonde,2
bloom,bloom,bloom,bloom,bloom,bloom,2
boil,boil,boil,boil,boil,boil,2
bomb,bomb,bomb,bomb,bomb,bomb,2
bond,bond,bond,bond,bond,bond,2
boom,boom,boom,boom,boom,boom,2
boot,boot,boot,boot,boot,boot,2
borrow,borrow,borrow,borrow,borrow,borrow,2
boss,boss,bos,boss,bos,bos,2
bounce,bounc,bounce,bounce,bounce,bounce,2
bow,bow,bow,bow,bow,bow,2
bowl,bowl,bowl,bowl,bowl,bowl,2
brain,brain,brain,brain,brain,brain,2
brake,brake,brake,brake,brake,brake,2
branch,branch,branch,branch,branch,branch,2
brand,brand,brand,brand,brand,brand,2
brave,brave,brave,brave,brave,brave,2
breast,breast,breast,breast,breast,breast,2
breathe,breath,breathe,breathe,breathe,breathe,2
breed,breed,breed,breed,breed,breed,2
brick,brick,brick,brick,brick,brick,2
bridge,bridg,bridge,bridge,bridge,bridge,2
brief,brief,brief,brief,brief,brief,2
brilliant,brilliant,brilliant,brilliant,brilliant,brilliant,2
broad,broad,broad,broad,broad,broad,2
brush,brush,brush,brush,brush,brush,2
buck,buck,buck,buck,buck,buck,2
bucket,bucket,bucket,bucket,bucket,bucket,2
bug,bug,bug,bug,bug,bug,2
bump,bump,bump,bump,bump,bump,2
bunch,bunch,bunch,bunch,bunch,bunch,2
burst,burst,burst,burst,burst,burst,2
bury,buri,bury,bury,bury,bury,2
butter,butter,butter,butter,butter,butter,2
button,button,button,button,button,button,2
cable,cabl,cable,cable,cable,cable,2
cage,cage,cage,cage,cage,cage,2
calculate,calcul,calculate,calculate,calculate,calculate,2
calm,calm,calm,calm,calm,calm,2
camera,camera,camera,camera,camera,camera,2
canoe,cano,canoe,canoe,canoe,canoe,2
cans,can,can,can,can,can,2
cap,cap,cap,cap,cap,cap,2
capable,capabl,capable,capable,capable,capable,2
cape,cape,cape,cape,cape,cape,2
capital,capit,capital,capital,capital,capital,2
captain,captain,captain,captain,captain,captain,2
career,career,career,career,career,career,2
carpet,carpet,carpet,carpet,carpet,carpet,2
carrot,carrot,carrot,carrot,carrot,carrot,2
cart,cart,cart,cart,cart,cart,2
cash,cash,cash,cash,cash,cash,2
cast,cast,cast,cast,cast,cast,2
castle,castl,castle,castle,castle,castle,2
casual,casual,casual,casual,casual,casual,2
ceiling,ceil,ceiling,ceiling,ceiling,ceiling,2
cent,cent,cent,cent,cent,cent,2
centimeter,centimet,centimeter,centimeter,centimeter,centimeter,2
century,centuri,century,century,century,century,2
chain,chain,chain,chain,chain,chain,2
